ADR_EGAID,STR_ESID,BDG_EGID,STN_LABEL,ADR_NUMBER,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
101064969,10180562,3087863,Panoramaweg,3,8849 Alpthal,1361,SZ,real,15.11.2024,2695922.642,1211055.253
101064970,10180562,3087864,Panoramaweg,8,8849 Alpthal,1361,SZ,real,15.11.2024,2695908.015,1211067.307
101064971,10017769,3087866,Rütliweg,2,8849 Alpthal,1361,SZ,real,15.11.2024,2696752.967,1213388.394
101064972,10017769,3087867,Rütliweg,4,8849 Alpthal,1361,SZ,real,15.11.2024,2696748.348,1213372.02
101064973,10017769,3087868,Rütliweg,6,8849 Alpthal,1361,SZ,real,15.11.2024,2696744.237,1213364.842
101064974,10017769,3087869,Rütliweg,8,8849 Alpthal,1361,SZ,real,15.11.2024,2696744.187,1213350.838
101064975,10017769,3087870,Rütliweg,10,8849 Alpthal,1361,SZ,real,15.11.2024,2696729.543,1213352.588
101064976,10052416,3087871,Schachlistrasse,6,8849 Alpthal,1361,SZ,real,15.11.2024,2696212.65,1211001.691
101064977,10052416,3087872,Schachlistrasse,23,8849 Alpthal,1361,SZ,real,15.11.2024,2696267.636,1211053.03
101064978,10081576,3087874,Schnürlismattstrasse,3,8849 Alpthal,1361,SZ,real,15.11.2024,2697376.551,1214602.781
101064979,10235917,3087881,Bahnhofstrasse,6,6415 Arth,1362,SZ,real,15.11.2024,2682395.659,1213113.511
101064980,10065541,3087884,Fallenbodenstrasse,4.1,6410 Goldau,1362,SZ,real,23.07.2024,2684143,1210248
101064981,10187446,3087888,Bergstrasse,14c,6410 Goldau,1362,SZ,real,15.11.2024,2684276.553,1211980.586
101064982,10187446,3087890,Bergstrasse,14f,6410 Goldau,1362,SZ,real,15.11.2024,2684269.814,1211964.696
